https://www.ctcrash.uconn.edu/QueryTool2.action?qid=215822
"CrashId","VehicleId","Vehicle Unit Type","Vehicle Unit Type Text Format","Number of Occupants in Vehicle","Make","Vehicle Model Year","Vehicle Model Year Text Format","Model","Vehicle Color","Direction of Travel Before Crash","Direction of Travel Before Crash Text Format","Direction is Unknown","Most Harmful Event","Most Harmful Event Text Format","Vehicle Maneuver/Action","Vehicle Maneuver/Action Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Posted/Statutory Speed Limit","Towed Status","Towed Status Text Format","Trafficway Description","Trafficway Description Text Format","Total Lanes In Roadway","Roadway Alignment","Roadway Alignment Text Format","Roadway Grade","Roadway Grade Text Format","Initial Contact Point","Initial Contact Point Text Format","Extent of Damage","Extent of Damage Text Format","Body Type","Body Type Text Format","Vehicle Action","Vehicle Action Text Format","Contributing Circumstances of Vehicle","Contributing Circumstances of Vehicle Text Format","VIN","Traffic Control Device Type","Traffic Control Device Type Text Format","Traffic Control Device Functional?","Traffic Control Device Functional? Text Format","Sequence of Events 1","Sequence of Events 1 Text Format","Sequence of Events 2","Sequence of Events 2 Text Format","Sequence of Events 3","Sequence of Events 3 Text Format","Sequence of Events 4","Sequence of Events 4 Text Format","Special Function Of Vehicle In Operation","Special Function Of Vehicle In Operation Text Format","Emergency Vehicle Use","Emergency Vehicle Use Text Format","Were Hazardous Materials Released","Were Hazardous Materials Released Text Format","Owner City","Owner State","Owner Country","Owner Postal Code","Owner Information Same As Driver","Hit And Run Status","Towed To","Was Serial Number Missing/Removed","Bike Lanes/Sharrows Present","Name Of Roadway On Which Vehicle Was Traveling","Vehicle Was Not On Roadway","Motor Vehicle Registration State","Motor Vehicle Registration Was Invalid","Motor Vehicle Registration Plate Was Missing","Bus Use","Name Of Issuing Insurance Company","US DOT Number","Carrier Name","Carrier City","Carrier State","Carrier Country","Carrier Postal Code","Carrier Type","Carrier Type Text Format","Power Unit Owner Information Same As Carrier","Power Unit Owner City","Power Unit Owner State","Power Unit Owner Country","Power Unit Owner Postal Code","Gross Vehicle Weight Rating","Gross Vehicle Weight Rating Text Format","Vehicle Configuration","Vehicle Configuration Text Format","Cargo Body Type","Cargo Body Type Text Format","Insurance Expiration Date","Hazardous Materials Placard Display","Hazardous Materials Placard Display Text Format","Hazardou sMaterials Placard Number","Hazardou sMaterials Placard Class Number"
"1348319","2","1","Vehicle in Operation","2","CADI","2014","2014","ATS","Gray","N","Northbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","","","","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","2","Curve Left","4","Downhill","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","1G6AG5RX2E0161828","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Hartford","CT","","","false","","A&N Auto Service, LLC-1516 Park Street, Hartford, CT ","false","false","Fairfield Avenue ","false","CT","false","false","","Standard Fire Insurance ","","","","","","","","","","","","","","","","","","","","","","","",""
"1348320","1","1","Vehicle in Operation","1","TOYT","2005","2005","CAM","Black","W","Westbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","","","","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","1","Straight Ahead","0","None","4T1BE32K15U427726","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Manchester","CT","","06040","false","","","false","false","NEW BRITAIN AVE","false","CT","false","false","","GEICO","","","","","","","","","","","","","","","","","","","","","","","",""
"1348320","2","1","Vehicle in Operation","1","HOND","2011","2011","z Ex","Gray","W","Westbound","false","22","Motor Vehicle In Motion","13","Stopped in Traffic","0","None","","","","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","6","Sector 6 (South) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","13","Stopped in Traffic","0","None","JHMZF1D67BS003414","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Hartford","CT","","","false","","CENTRAL AUTO & TRANSPORT, LLC","false","false","NEW BRITAIN AVENUE","false","CT","false","false","","UNCONFIRMED","","","","","","","","","","","","","","","","","","","","","","","",""
"1348320","3","1","Vehicle in Operation","2","CHEV","2019","2019","Trax Ls","White","W","Westbound","false","22","Motor Vehicle In Motion","13","Stopped in Traffic","0","None","","","","","","1","Two-Way, Not Divided","2","1","Straight","1","Level","6","Sector 6 (South) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","13","Stopped in Traffic","0","None","3GNCJKSB7KL254967","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Hartford","CT","","06106","true","","","false","false","NEW BRITAIN AVENUE","false","CT","false","false","","GEICO","","","","","","","","","","","","","","","","","","","","2026-03-22","","","",""
"1348353","1","1","Vehicle in Operation","1","Mercedes-benz","2019","2019","Glc 63 4matic Amg","Black","E","Eastbound","false","38","Concrete Traffic Barrier","1","Straight Ahead","0","None","88","Not Applicable","40","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","4","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","WDC0G8JB9KF501456","1","No Control Device","88","Not Applicable","11","Cross Centerline","9","Ran Off Roadway Left","33","Curb","38","Concrete Traffic Barrier","1","No Special Function","88","Not applicable","","","East Hampton","CT","","06424","","false","347 North Main St., Southington, CT 06489","false","false","Meriden Waterbury Tpk","false","CT","false","false","1","Progressive Direct Insurance","","","","","","","","","","","","","","","","","","","","2026-06-13","","","",""
"1348495","1","1","Vehicle in Operation","1","Toyota","2002","2002","Tundra Access CAB SR","Red","E","Eastbound","false","38","Concrete Traffic Barrier","1","Straight Ahead","0","None","88","Not Applicable","65","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","5","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","5","Pick Up","1","Straight Ahead","0","None","5TBBN44172S307694","1","No Control Device","88","Not Applicable","38","Concrete Traffic Barrier","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","","","A&M","false","false","I-84","false","CT","false","false","1","NONE","","","","","","","","","","","","","","","","","","","","","","","",""
"1348496","1","1","Vehicle in Operation","1","Jeep","2019","2019","Wrangler Unlimited S","Blue","E","Eastbound","false","41","Utility Pole","2","Negotiating a Curve","0","None","88","Not Applicable","15","3","Not Towed","5","One-Way Trafficway","1","2","Curve Left","1","Level","3","Sector 3 (East) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","2","Negotiating a Curve","0","None","1C4HJXEG8KW577759","1","No Control Device","88","Not Applicable","8","Ran Off Roadway Right","41","Utility Pole","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","New Britain","CT","","06053","","false","N/A","false","false","I84 EAST X32 ONRAMP","false","CT","false","false","1","Progressive Direct Insurance","","","","","","","","","","","","","","","","","","","","","","","",""
"1348535","1","1","Vehicle in Operation","1","VOLK","2012","2012","JET","Black","E","Eastbound","false","23","Parked Vehicle","1","Straight Ahead","0","None","","","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","99","Unknown","1","Passenger Car","1","Straight Ahead","0","None","3VW2K7AJ8CM321902","1","No Control Device","88","Not Applicable","23","Parked Vehicle","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Hartford","CT","UnitedStates","06106","false","false","","false","false","Warrenton Avenue","false","CT","false","false","","Unknown","","","","","","","","","","","","","","","","","","","","","","","",""
"1348535","2","2","Parked Vehicle","0","TOYT","2017","2017","RAV","Black","W","Westbound","false","22","Motor Vehicle In Motion","12","Parked","0","None","","","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","99","Unknown","2","(Sport) Utility Vehicle","12","Parked","0","None","2T3DFREV7HW562851","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Hartford","CT","UnitedStates","06105","false","false","","false","false","","true","CT","false","false","","Unknown","","","","","","","","","","","","","","","","","","","","","","","",""
"1348540","1","1","Vehicle in Operation","1","Subaru","2020","2020","Crosstrek Premium","Gray","N","Northbound","false","23","Parked Vehicle","3","Backing","0","None","88","Not Applicable","1","3","Not Towed","1","Two-Way, Not Divided","","1","Straight","1","Level","5","Sector 5 (South by SouthEast) in the 12-point Clock Diagram","1","No Damage","2","(Sport) Utility Vehicle","3","Backing","0","None","JF2GTABC5L8249341","1","No Control Device","88","Not Applicable","23","Parked Vehicle","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Windsor","CT","UnitedStates","06095","","false","","false","false","33 Phelps St Driveway","false","CT","false","false","1","THE STANDARD FIRE INSURANCE COMPANY","","","","","","","","","","","","","","","","","","","","","","","",""
"1348540","2","2","Parked Vehicle","0","Ram","2021","2021","Promaster 3500 3500 ","Blue","E","Eastbound","false","22","Motor Vehicle In Motion","12","Parked","88","Not Applicable","88","Not Applicable","1","3","Not Towed","1","Two-Way, Not Divided","","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","2","Minor Damage","3","Passenger Van","12","Parked","88","Not Applicable","3C6MRVJG9ME544744","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Seattle","WA","","98109","","false","","false","false","Phelps St","false","CT","false","false","1","Old Republic Risk Management","","","","","","","","","","","","","","","","","","","","","","","",""
"1348546","1","1","Vehicle in Operation","1","TOYT","2023","2023","RAV","Black","E","Eastbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","","","99","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","3","Functional Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","JTMB6RFV2PD079236","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Hartford","CT","","06114","true","false","","false","false","Buckingham Street","false","CT","false","false","","Geico","","","","","","","","","","","","","","","","","","","","","","","",""
"1348546","2","1","Vehicle in Operation","1","HOND","1999","1999","ACC","Tan","S","Southbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","7","Tires","","","99","1","Towed Due to Disabling Damage","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","7","Tires","1HGCG5546XA065412","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Wethersfield","CT","","06109","true","false","Private Tow","false","false","Hudson Street","false","CT","false","false","","State Farm","","","","","","","","","","","","","","","","","","","","","","","",""
"1348547","1","99","Unknown","2","ACUR","2023","2023","TLX","Red","S","Southbound","false","22","Motor Vehicle In Motion","99","Unknown","0","None","","","","","","5","One-Way Trafficway","1","1","Straight","1","Level","3","Sector 3 (East) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","99","Unknown","0","None","19UUB7F08PY000062","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","2","Non-Emergency Transport of Passenger","","","Hartford","CT","UnitedStates","06106","true","false","","false","false","LAWRENCE STREET","false","CT","false","false","1","GEICO INSURANCE COMPANY","","","","","","","","","","","","","","","","","","","","2026-01-17","","","",""
"1348547","2","99","Unknown","1","JEEP","2016","2016","PAT","White","S","Southbound","false","22","Motor Vehicle In Motion","3","Backing","0","None","","","","","","5","One-Way Trafficway","1","1","Straight","1","Level","9","Sector 9 (West) in the 12-point Clock Diagram","1","No Damage","2","(Sport) Utility Vehicle","3","Backing","0","None","1CANJRFB0GD501408","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","2","Non-Emergency Transport of Passenger","","","Avon","CT","UnitedStates","06001","true","false","","false","false","LAWRENCE STREET","false","CT","false","false","","STATEFARM INSURANCE INSURANCE","","","","","","","","","","","","","","","","","","","","2026-03-18","","","",""
"1348552","1","1","Vehicle in Operation","1","Hyundai","2015","2015","Elantra Se/sport/lim","Silver","W","Westbound","false","22","Motor Vehicle In Motion","7","Turning Left","0","None","88","Not Applicable","35","3","Not Towed","1","Two-Way, Not Divided","4","2","Curve Left","1","Level","10","Sector 10 (NorthWest) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","7","Turning Left","0","None","KMHDH4AEXFU266568","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Hartford","CT","","06114","","false","","false","false","Kennedy Road","false","CT","false","false","1","USAA General Indemnity Company  GIC","","","","","","","","","","","","","","","","","","","","","","","",""
"1348552","2","1","Vehicle in Operation","1","Mercedes-benz","2017","2017","Gle 350 4matic","Gray","W","Westbound","false","22","Motor Vehicle In Motion","7","Turning Left","0","None","88","Not Applicable","35","3","Not Towed","1","Two-Way, Not Divided","4","2","Curve Left","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","2","Minor Damage","2","(Sport) Utility Vehicle","7","Turning Left","0","None","4JGDA5HB3HA944037","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Hartford","CT","","06114","","false","","false","false","Kennedy Rd","false","CT","false","false","1","State Farm","","","","","","","","","","","","","","","","","","","","2026-02-03","","","",""
"1348609","1","1","Vehicle in Operation","1","Nissan","2023","2023","Sentra S","Black","E","Eastbound","false","21","Animal (live)","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","2","Uphill","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","3N1AB8BV3PY222766","3","Traffic Control Signal","2","Yes","21","Animal (live)","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","SOUTHINGTON","CT","","06489","","false","","false","false","Savage Street","false","CT","false","false","1","GECIO Secure Insurance Company","","","","","","","","","","","","","","","","","","","","2024-03-26","","","",""
"1348622","1","1","Vehicle in Operation","2","Jeep","2019","2019","Cherokee Latitude Pl","Black","S","Southbound","false","21","Animal (live)","1","Straight Ahead","0","None","88","Not Applicable","40","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","2","Sector 2 (NorthEast) in the 12-point Clock Diagram","2","Minor Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","1C4PJMLB8KD231174","1","No Control Device","88","Not Applicable","21","Animal (live)","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Bloomfield","CT","UnitedStates","06002","","false","","false","false","Hall Blvd","false","CT","false","false","1","Progressive","","","","","","","","","","","","","","","","","","","","","","","",""
"1348623","1","1","Vehicle in Operation","1","Chevrolet","2025","2025","Trax 2rs","Blue","W","Westbound","false","21","Animal (live)","1","Straight Ahead","0","None","88","Not Applicable","35","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","1","Straight Ahead","0","None","KL77LJEP9SC305092","1","No Control Device","88","Not Applicable","21","Animal (live)","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Bloomfield","CT","","06002","","false","NA","false","false","Wintonbury Avenue","false","CT","false","false","1","New South Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1348652","1","1","Vehicle in Operation","1","Hyundai","2009","2009","Accent Gls","Blue","E","Eastbound","false","23","Parked Vehicle","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","4","Downhill","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","KMHCN46C29U383366","1","No Control Device","88","Not Applicable","23","Parked Vehicle","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Southington","CT","","06489","","false","","false","false","GRIDLEY ST","false","CT","false","false","1","Progressive Direct Insurance","","","","","","","","","","","","","","","","","","","","2025-04-13","","","",""
"1348652","2","2","Parked Vehicle","0","Honda","2006","2006","CR-V SE","Silver","E","Eastbound","false","22","Motor Vehicle In Motion","12","Parked","0","None","88","Not Applicable","1","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","4","Downhill","6","Sector 6 (South) in the 12-point Clock Diagram","2","Minor Damage","2","(Sport) Utility Vehicle","12","Parked","0","None","SHSRD78946U429734","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Waterbury","CT","","06708","","false","","false","false","Gridley St","false","CT","false","false","1","Allstate Fire and Casualty Insurance Company","","","","","","","","","","","","","","","","","","","","2026-06-06","","","",""
"1348653","1","1","Vehicle in Operation","2","Jeep","2017","2017","Wrangler Unlimited S","Black","E","Eastbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","30","3","Not Towed","1","Two-Way, Not Divided","6","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","1","No Damage","1","Passenger Car","1","Straight Ahead","0","None","1C4BJWEG4HL726484","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Waterbury","CT","","06708","","false","","false","false","Riverside Ave.","false","CT","false","false","1","Progressive Casualty Insurance","","","","","","","","","","","","","","","","","","","","2026-09-23","","","",""
"1348653","2","1","Vehicle in Operation","2","Ford","2017","2017","Escape Titanium","Red","E","Eastbound","false","22","Motor Vehicle In Motion","13","Stopped in Traffic","0","None","88","Not Applicable","35","3","Not Towed","1","Two-Way, Not Divided","6","1","Straight","1","Level","6","Sector 6 (South) in the 12-point Clock Diagram","2","Minor Damage","2","(Sport) Utility Vehicle","13","Stopped in Traffic","0","None","1FMCU9JD0HUD14643","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Seymour","CT","","06483","","false","","false","false","Riverside Ave.","false","CT","false","false","1","GEICO General Insurance Company","","","","","","","","","","","","","","","","","","","","2026-01-05","","","",""
"1348654","1","1","Vehicle in Operation","2","Nissan","2011","2011","Altima 2.5 S","Gray","N","Northbound","false","36","Guardrail Face","6","Turning Right","0","None","88","Not Applicable","35","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","2","Curve Left","4","Downhill","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","6","Turning Right","0","None","1N4AL2EP2BC117566","1","No Control Device","88","Not Applicable","36","Guardrail Face","8","Ran Off Roadway Right","35","Embankment","88","Not Applicable","1","No Special Function","88","Not applicable","","","Farmington","CT","","06032","","false","Skytop Motors","false","false","Wolcott St.","false","CT","false","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"1348655","1","1","Vehicle in Operation","1","Toyota","2015","2015","Rav4 Limited","White","N","Northbound","false","22","Motor Vehicle In Motion","7","Turning Left","0","None","88","Not Applicable","30","3","Not Towed","1","Two-Way, Not Divided","3","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","2","(Sport) Utility Vehicle","7","Turning Left","0","None","2T3DFREV7FW249540","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Farmington","CT","","06032","","false","","false","false","Camp St","false","CT","false","false","1","USAA General Indemnity Company  GIC","","","","","","","","","","","","","","","","","","","","2026-03-01","","","",""
"1348655","2","1","Vehicle in Operation","2","Toyota","2002","2002","Camry","Blue","S","Southbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","30","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","3","1","Straight","1","Level","10","Sector 10 (NorthWest) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","4T1BE30K92U613335","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Bristol","CT","UnitedStates","06010","","false","Skytop ","false","false","CAMP St.","false","CT","false","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"1348656","1","1","Vehicle in Operation","1","Acura","2015","2015","Rlx Tech","Gray","W","Westbound","false","22","Motor Vehicle In Motion","7","Turning Left","0","None","88","Not Applicable","25","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","7","Turning Left","0","None","JH4KC1F51FC001253","6","Stop Sign","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Bristol","CT","UnitedStates","06010","","false","Skytop ","false","false","Jewel St.","false","CT","false","false","1","GECIO Secure Insurance Company","","","","","","","","","","","","","","","","","","","","2026-02-08","","","",""
"1348656","2","1","Vehicle in Operation","1","Toyota","2002","2002","Camry LE/XLE/SE","Gray","N","Northbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","30","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","4","Downhill","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","4T1BF32KX2U530703","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","BRISTOL","CT","","06010","","false","Collision Clinic","false","false","Stafford Ave","false","CT","false","false","1","Progressive Direct Insurance","","","","","","","","","","","","","","","","","","","","2026-12-31","","","",""
"1348659","1","1","Vehicle in Operation","2","Honda","2018","2018","Cr-v Exl","White","W","Westbound","false","22","Motor Vehicle In Motion","6","Turning Right","0","None","88","Not Applicable","40","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","2","Sector 2 (NorthEast) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","6","Turning Right","0","None","2HKRW2H80JH687769","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Canton         ","CT","","06019","","false","","false","false","Rt 202","false","CT","false","false","1","Old Dominion Insurance Company","","","","","","","","","","","","","","","","","","","","2026-01-08","","","",""
"1348659","2","1","Vehicle in Operation","1","Ford","2019","2019","Edge Titanium","Blue","W","Westbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","40","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","3","Functional Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","2FMPK4K97KBC02925","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Torrington","CT","","06790","","false","","false","false","Rt 202","false","CT","false","false","1","Farmers Group Property and Casualty Insurance Company","","","","","","","","","","","","","","","","","","","","2026-11-15","","","",""
